account_id,member_id,service_address,service_city,service_state,start_date,end_date,billing_status_cd
301242,100053,59244 Smith Cape,West Charlestown,NC,2018-05-18,,ACTIVE
301243,100152,69101 Graham Mall,South Jeanetteborough,VA,2024-12-29,,ACTIVE
301244,101794,293 Sara Vista,Port Kenneth,NC,2022-05-18,,ACTIVE
301245,100653,80777 Hernandez Club,Fieldschester,NC,2025-03-17,,ACTIVE
301246,101187,28528 Gonzales Track Suite 336,Mitchellmouth,NC,2018-04-25,,ACTIVE
301247,101664,894 Morales Trail Suite 016,North Kelly,NC,2018-05-04,,ACTIVE
301248,100513,1410 Michael Falls,Courtneyburgh,NC,2021-11-01,,ACTIVE
301249,101083,9599 Adam Ville,Scottmouth,NC,2023-10-11,,ACTIVE
301250,101363,000 Ortiz Ridges Apt. 566,South Patriciatown,NC,2019-01-19,,ACTIVE
301251,100452,0296 Carlos Tunnel Suite 301,East Lisa,SC,2020-10-19,,ACTIVE
301252,101062,4952 Garrison Route Suite 450,Ericside,FL,2018-09-15,2022-08-06,CLOSED
301253,100113,80925 Anthony Extension,North Alexisburgh,VA,2020-11-06,,ACTIVE
301254,100641,3947 Hayden Walks,Simsburgh,NC,2025-06-30,2026-06-30,CLOSED
301255,100926,192 Kenneth Expressway,Robertsland,NC,2018-05-04,,ACTIVE
301256,100030,005 Connor Gateway Apt. 943,New Lisa,NC,2018-09-19,,ACTIVE
301257,101651,305 Autumn Club,Lovetown,VA,2023-03-24,,ACTIVE
301258,100412,288 Heather Field Suite 901,Rogertown,TN,2021-05-21,,ACTIVE
301259,100931,2047 Nguyen Lodge,Port Todd,NC,2022-06-08,,ACTIVE
301260,101653,25661 Banks Springs,South Antonioville,NC,2024-06-11,2026-06-30,CLOSED
301261,101783,809 Gross Ford Suite 971,Riveraborough,VA,2022-03-10,,ACTIVE
301262,100374,126 Miller Cape,Lopezland,VA,2024-09-15,,ACTIVE
301263,101932,798 Mary Hills Apt. 242,Lake Julianchester,VA,2023-04-21,,ACTIVE
301264,101030,57451 Nguyen Ferry,Diazfurt,SC,2019-06-16,,ACTIVE
301265,101627,656 West Plains,Amyfort,VA,2020-06-05,,ACTIVE
301266,100672,41892 Christopher Square,Davisville,GA,2023-01-23,,ACTIVE
301267,101113,018 Alan Port,Stanleystad,NC,2021-12-17,,ACTIVE
301268,101833,08013 Lawrence Lodge,West Brittneychester,NC,2023-06-17,,ACTIVE
301269,101804,6459 Robert Ferry,West Angela,SC,2018-10-18,,ACTIVE
301270,100031,618 Erin Island Apt. 724,Lucasland,SC,2025-09-04,,ACTIVE
301271,100803,2091 Reyes Ramp,Brittanyside,NC,2020-11-05,,ACTIVE
301272,101932,53451 Timothy Parkway,South Shannonfurt,VA,2024-03-26,,ACTIVE
301273,101306,669 Christopher Streets Suite 063,Lake Christopherburgh,NC,2020-07-01,,ACTIVE
301274,101705,5285 Christina Summit Apt. 647,Mcgeeshire,SC,2020-03-04,,ACTIVE
301275,100206,88998 Gibson Fork Suite 343,Port Brandy,NC,2025-06-13,,ACTIVE
301276,100067,21929 Jesse Mission Suite 755,West Todd,GA,2024-02-22,,ACTIVE
301277,101649,938 Jessica Burg,Lake Meghanfort,NC,2018-03-19,2018-06-22,CLOSED
301278,101184,252 Christina Lakes,Port Brooke,SC,2020-05-01,,ACTIVE
301279,100796,721 Hester Trail Suite 177,Alexbury,NC,2021-05-15,,ACTIVE
301280,100439,96396 Jeremiah Circles,Harrisbury,NC,2022-05-21,,ACTIVE
301281,101115,961 Davis Passage,South Carolmouth,NC,2018-03-05,2019-12-04,CLOSED
301282,100827,7438 Byrd Turnpike,Johnfurt,NC,2020-09-01,2022-04-30,CLOSED
301283,100067,289 Victoria Stravenue Apt. 915,Bryantbury,NC,2019-09-24,,ACTIVE
301284,101696,8460 Carolyn Radial,Lake Lauramouth,NC,2018-03-16,,ACTIVE
301285,101593,2086 Chandler Hills,Port Stephanie,NC,2021-09-09,2024-04-06,CLOSED
301286,100002,9867 Wilson Wells Apt. 315,Nathanfurt,TN,2023-01-15,,ACTIVE
301287,100663,88198 Meyer Unions,Jeffreybury,GA,2021-12-10,,ACTIVE
301288,100008,8983 George Club Apt. 063,Clintonburgh,NC,2022-10-12,,ACTIVE
301289,100948,526 Patel Rue Suite 629,New Tonyaland,NC,2021-05-30,2022-03-16,CLOSED
301290,101809,87953 Michele Views,Hintonmouth,NC,2020-07-30,,ACTIVE
301291,101552,909 James Landing,Amandaberg,VA,2021-06-07,,ACTIVE
301292,100665,3267 Whitney Grove,Pierceburgh,TN,2020-12-30,,ACTIVE
301293,101133,5024 Samantha Island Apt. 597,Barrettview,NC,2023-05-27,,ACTIVE
301294,100191,2866 Zachary Mountains,South Jennifer,NC,2022-01-10,2024-08-05,CLOSED
301295,101361,747 Joseph Courts Suite 004,Chelseatown,TN,2022-11-07,,ACTIVE
301296,100088,3521 Jorge Plains,South Toddborough,FL,2019-11-20,,ACTIVE
301297,100523,6351 Elizabeth Alley Apt. 191,Coreytown,SC,2022-04-04,,ACTIVE
301298,101338,995 Dorothy Divide Suite 079,Angelmouth,VA,2019-05-16,,ACTIVE
301299,101263,204 Leslie Corners,South Jessebury,SC,2024-09-01,,ACTIVE
301300,100369,6370 Chambers Station,North Alexisport,NC,2019-04-30,,ACTIVE
301301,101786,0039 Darlene Turnpike,East Nicole,NC,2020-11-15,,ACTIVE
301302,101446,81872 Chandler Landing,South Catherine,SC,2021-08-26,,ACTIVE
301303,101227,48881 Jose Crest Apt. 280,Lake Michelletown,NC,2018-08-02,,ACTIVE
301304,101331,959 Cordova Street Suite 913,South Michele,TN,2020-05-19,2023-03-31,CLOSED
301305,101915,613 Zimmerman Stream,Davisfurt,FL,2020-07-25,,ACTIVE
301306,101755,4266 Taylor Rest Suite 381,West Donaldton,GA,2021-10-11,,ACTIVE
301307,101576,8300 Mark Village Apt. 520,North Corey,VA,2020-10-27,,ACTIVE
301308,100021,581 Schmitt Inlet Apt. 712,East Dennis,TN,2018-11-13,,ACTIVE
301309,100613,92881 West Corner Suite 218,Nathanview,SC,2025-03-03,,ACTIVE
301310,101950,06144 Brown Mission,Floreschester,SC,2022-05-02,,ACTIVE
301311,101165,08791 Alexander Light Apt. 982,Morrisport,NC,2023-10-26,,ACTIVE
301312,101393,89079 Patricia Motorway,Carpenterstad,NC,2024-09-29,,ACTIVE
301313,100927,55238 Combs Avenue,Travisview,GA,2020-11-20,,ACTIVE
301314,101722,7622 Brent Branch Suite 061,East Davidburgh,SC,2023-05-16,,ACTIVE
301315,101022,4582 Kathryn Glen Apt. 019,West David,NC,2025-10-13,,ACTIVE
301316,101596,065 Webster Shoal,New Sara,FL,2024-10-15,,ACTIVE
301317,101595,09970 William Estate Suite 083,New Julieport,NC,2025-10-21,,ACTIVE
301318,100369,37558 Samantha Gateway Apt. 792,Carpenterland,NC,2018-07-23,,ACTIVE
301319,100642,484 Morris Meadow Apt. 250,North Kyleland,FL,2023-07-11,,ACTIVE
301320,100092,966 Kenneth Parkways Suite 206,Davisland,VA,2020-06-01,,ACTIVE
301321,101800,35111 Calvin Ford Apt. 622,South Jennafort,FL,2025-07-04,2026-06-30,CLOSED
301322,101100,04978 Flores Trail Apt. 201,North Abigail,VA,2020-08-18,,ACTIVE
301323,101615,0388 Cervantes Run Apt. 033,Port Juan,VA,2020-06-30,,ACTIVE
301324,101429,88785 Nicole Mill Suite 282,Shawnshire,NC,2018-09-28,,ACTIVE
301325,101391,9113 Marsh Square Suite 017,New Dominicstad,NC,2022-09-16,,ACTIVE
301326,100626,8432 Melanie Neck Suite 556,Lehaven,NC,2025-06-13,,ACTIVE
301327,101994,67356 Rodriguez Prairie Apt. 619,West Gregory,SC,2023-10-21,2025-11-13,CLOSED
301328,100551,35649 Alex Harbor Suite 819,East Dominicbury,NC,2018-05-12,,ACTIVE
301329,101751,202 Wilson River,Bairdville,GA,2018-11-15,,ACTIVE
301330,101491,212 Sanders Plains Apt. 098,East Jeremy,NC,2025-12-16,,ACTIVE
301331,100448,47230 Rachel Views,Smithfort,TN,2018-03-20,,ACTIVE
301332,100935,530 Bryan Crossing Apt. 006,Serranohaven,NC,2020-12-29,,ACTIVE
301333,100044,3595 Olivia Harbor,Smallchester,GA,2023-07-08,,ACTIVE
301334,101033,08787 Julie Isle,Erikastad,NC,2019-08-10,,ACTIVE
301335,100156,5167 Kristopher Centers Apt. 465,Richardbury,VA,2018-12-27,,ACTIVE
301336,101673,48335 Cross Harbor Suite 880,North Crystalville,NC,2024-04-04,,ACTIVE
301337,100462,04281 Nathan Walk,Lukeberg,NC,2022-09-08,2023-05-01,CLOSED
301338,101588,1489 Kyle Mill Suite 043,Mayoville,NC,2024-02-02,,ACTIVE
301339,100650,927 Mason Gateway Suite 296,Lesterport,NC,2023-09-03,,ACTIVE
301340,101296,732 Michael Course Suite 898,Jessicamouth,GA,2025-03-12,,ACTIVE
301341,100064,491 Jessica Summit,New Angieshire,NC,2020-01-01,,ACTIVE
301342,100114,9003 Tate Islands,West Meredithmouth,NC,2019-04-24,,ACTIVE
301343,100605,41886 Colleen Pines,North Brenda,NC,2021-11-24,,ACTIVE
301344,100156,2868 Andrew Isle Apt. 416,Greenmouth,NC,2024-02-23,,ACTIVE
301345,100747,6534 Parrish Shoal Suite 575,Taraburgh,FL,2018-09-22,,ACTIVE
301346,101502,1058 Veronica Prairie Apt. 819,North Michael,NC,2024-04-11,,ACTIVE
301347,100181,704 Holloway Dale Apt. 574,West Angela,VA,2018-01-18,2021-10-25,CLOSED
301348,101906,349 Williams Branch,Vazquezshire,NC,2021-07-31,,ACTIVE
301349,101854,55021 Danielle Pine Suite 676,Randolphmouth,TN,2018-04-09,,ACTIVE
301350,101695,29953 Palmer Meadow Suite 858,Andersonshire,NC,2024-06-19,,ACTIVE
301351,100765,859 Smith Burg Apt. 300,Barryberg,SC,2020-12-28,,ACTIVE
301352,100615,698 Danielle Wells,Ryanfort,NC,2018-09-26,,ACTIVE
301353,101792,5852 Robinson Burg,Garciaport,NC,2020-08-21,,ACTIVE
301354,100055,281 Duran Cove,Reneechester,FL,2024-09-25,,ACTIVE
301355,100231,178 Susan Lakes Suite 064,Kristenchester,FL,2021-08-13,,ACTIVE
301356,101119,47095 Kathryn Groves,North Christophermouth,TN,2023-10-09,,ACTIVE
301357,100244,127 Smith Walks,Terriberg,VA,2018-11-06,,ACTIVE
301358,100225,0007 Anderson Pass,Rubenton,FL,2018-09-22,,ACTIVE
301359,101039,4469 Melanie Mall,East Andrewside,SC,2024-04-03,,ACTIVE
301360,101648,295 Calvin Prairie,South Oliviaport,SC,2023-01-21,,ACTIVE
301361,101194,1760 Pitts Camp,Lake Karla,VA,2019-01-06,,ACTIVE
301362,100812,4496 Wilson Views Suite 294,Moniqueview,TN,2021-09-10,,ACTIVE
301363,100552,4397 Rivas Place Apt. 622,New Thomaschester,FL,2018-07-31,,ACTIVE
301364,100243,8323 Jesse Crest,Karenland,VA,2024-01-13,,ACTIVE
301365,100990,03507 Sutton Tunnel Suite 178,Lake Barbarastad,SC,2020-01-09,,ACTIVE
301366,101526,2703 Baker Summit Suite 417,Nathantown,NC,2022-09-17,,ACTIVE
301367,101731,8857 Jennifer Rue Suite 821,New James,SC,2018-02-08,,ACTIVE
301368,100485,10037 Mann Cliff Apt. 589,Lloydstad,NC,2022-08-17,,ACTIVE
301369,101738,4685 Sanchez Street Suite 281,Meghanbury,SC,2025-07-06,,ACTIVE
301370,101728,3416 Mitchell Inlet Apt. 512,North Mariamouth,GA,2023-01-08,,ACTIVE
301371,100924,31017 Howard Views Suite 010,Lake Ryanberg,NC,2022-02-04,,ACTIVE
301372,100709,5126 Griffin Vista,New William,VA,2024-10-20,,ACTIVE
301373,101621,0759 Gary Locks Apt. 774,South Nancy,FL,2022-04-21,,ACTIVE
301374,100358,7759 Steele Haven Apt. 039,Amymouth,NC,2022-12-11,,ACTIVE
301375,101375,3008 Wilson Lodge,Traviston,GA,2020-03-01,2021-11-02,CLOSED
301376,100600,603 Michelle Forest,Jonathanburgh,SC,2024-09-13,,ACTIVE
301377,100014,6476 Nguyen Branch,Lake Derrick,NC,2023-09-17,,ACTIVE
301378,100077,551 Susan Stream,North Danielle,NC,2018-04-21,,ACTIVE
301379,100224,62469 Frey Springs Apt. 254,Gibsonshire,FL,2025-09-11,,ACTIVE
301380,101765,37179 Guerra Trail,Johnsonton,TN,2024-10-29,,ACTIVE
301381,101310,1313 Bernard Tunnel,West Kristinaside,NC,2020-11-30,,ACTIVE
301382,100530,67550 Jason Island Apt. 523,Lake Adamtown,NC,2024-06-06,,ACTIVE
301383,101297,919 Samantha View,Hancockburgh,GA,2020-06-16,,ACTIVE
301384,101294,04922 Davis Forge Apt. 523,Sharonshire,NC,2021-02-08,,ACTIVE
301385,100118,4164 Martinez Fields Apt. 980,Sandraburgh,GA,2021-10-31,,ACTIVE
301386,100414,198 Evans Oval,Leemouth,NC,2019-02-15,,ACTIVE
301387,100075,8114 Dixon Manors,Williammouth,TN,2019-11-17,,ACTIVE
301388,100743,855 Yvette Valleys Apt. 525,Port Kathryn,NC,2025-05-03,,ACTIVE
301389,100768,79250 Jones Station Apt. 796,South Carlos,SC,2025-04-22,,ACTIVE
301390,101666,802 Gibson Points Apt. 422,Scottstad,NC,2019-10-02,,ACTIVE
301391,100240,2545 Michelle Road Suite 530,East Michael,NC,2018-09-25,,ACTIVE
301392,101928,9304 Sheena Mews,Kathleenview,FL,2018-05-02,,ACTIVE
301393,100683,3300 Murray Ferry Apt. 036,Stacyfurt,NC,2021-04-19,,ACTIVE
301394,100607,75996 Nathan Circle,Lake Edwardtown,NC,2019-02-04,,ACTIVE
301395,100088,82032 Short Mountain,South Tinaside,SC,2020-05-23,2020-09-11,CLOSED
301396,101768,82019 Cline Inlet Apt. 095,Brianmouth,TN,2021-11-07,,ACTIVE
301397,100620,5707 Berger Route,Lake Sara,VA,2018-12-07,,ACTIVE
301398,101612,40979 Phillips Ville,Port Melissamouth,NC,2024-03-10,,ACTIVE
301399,100514,5101 Thompson Skyway Apt. 663,Darlenebury,NC,2025-11-07,,ACTIVE
301400,100649,04626 Gary Summit Suite 577,East Lisa,NC,2019-07-09,2022-06-12,CLOSED
301401,100247,78788 Crystal Rapid Suite 285,Port Catherine,SC,2020-07-21,,ACTIVE
301402,100983,27928 Leslie Light,Tammyhaven,TN,2025-03-10,2025-09-07,CLOSED
301403,100916,0190 Cummings Ways,West Vanessa,NC,2024-03-26,,ACTIVE
301404,100419,92837 Gary Road,East Donnastad,SC,2020-12-28,,ACTIVE
301405,101155,02843 Stephens Meadow,East Antonio,GA,2018-06-23,,ACTIVE
301406,101593,05329 Lewis Parkway Apt. 650,Brucemouth,SC,2020-12-13,,ACTIVE
301407,101505,4267 Albert Mill,Smithfurt,NC,2023-06-18,,ACTIVE
301408,100697,22441 Robinson Orchard,Ramoschester,SC,2019-08-09,,ACTIVE
301409,100240,96624 Sabrina Meadows,Fisherville,SC,2021-08-14,,ACTIVE
301410,100684,4128 Bell Drive,Lake Brittanyland,FL,2021-12-10,,ACTIVE
301411,101344,4974 Hurst Estate Suite 390,Jasonchester,NC,2025-01-27,,ACTIVE
301412,100452,8533 Barnes Plaza Suite 771,North Jessicaport,TN,2025-10-31,,ACTIVE
301413,100587,132 David Burgs,New Barbara,SC,2021-06-08,2025-06-13,CLOSED
301414,100838,71278 Robertson Islands,Gilmoremouth,SC,2023-08-27,2026-06-30,CLOSED
301415,100443,9870 Salazar Flat,New Rhondaport,NC,2018-12-25,,ACTIVE
301416,101417,5737 Walter Valley Suite 576,Smithbury,NC,2020-09-18,,ACTIVE
301417,100150,1287 Clark Keys,Reneestad,SC,2020-02-10,,ACTIVE
301418,101721,893 Lawson Extensions Suite 066,Steelefort,VA,2023-05-05,,ACTIVE
301419,101932,6219 Johnson Shores Suite 343,Salaschester,GA,2022-05-12,,ACTIVE
301420,101303,0780 Smith Ranch,New Anthony,TN,2020-10-26,,ACTIVE
301421,101975,3432 Ross Harbor Suite 305,Dannyshire,NC,2023-12-21,,ACTIVE
301422,100626,21945 Wilson Path Suite 470,Port Emily,SC,2018-01-28,,ACTIVE
301423,100272,155 Nathan Tunnel Suite 068,Port Stephanieberg,NC,2021-06-16,,ACTIVE
301424,100345,436 Michelle Heights Apt. 507,North Mark,NC,2025-09-20,,ACTIVE
301425,100376,33347 Craig Shore,Mackfurt,FL,2024-04-07,,ACTIVE
301426,100142,078 Robinson Land Suite 564,Port Felicia,NC,2023-07-17,,ACTIVE
301427,101065,00747 Jennifer Ports,North Melissa,NC,2020-06-24,,ACTIVE
301428,100343,03292 Cody Drive Suite 259,Martinland,NC,2022-11-28,2023-07-11,CLOSED
301429,100799,651 King Dam Suite 966,South Brent,NC,2025-03-30,2026-06-30,CLOSED
301430,100296,981 Alan Point,Chadside,NC,2021-09-09,,ACTIVE
301431,101016,00342 Denise Springs,Garzaberg,SC,2021-03-18,,ACTIVE
301432,100844,75833 Flores Forge,Foxberg,GA,2022-08-30,2024-01-04,CLOSED
301433,101103,787 Jacqueline Shoals,Jensenfurt,VA,2020-03-25,,ACTIVE
301434,101004,8299 Daniel Park,Philipland,NC,2018-12-07,,ACTIVE
301435,101239,455 Kevin Prairie Suite 833,Port Amyshire,NC,2025-01-21,,ACTIVE
301436,101006,471 Adams Tunnel Suite 668,Davidchester,NC,2024-05-19,,ACTIVE
301437,101280,108 Montgomery Club,Lake Jason,NC,2023-06-10,,ACTIVE
301438,101177,141 Matthew Throughway,East Beckyland,FL,2024-03-11,,ACTIVE
301439,100498,1000 Wells Stream Suite 086,Salazartown,NC,2026-01-04,,ACTIVE
301440,100943,4635 Brittany Gardens,Shawnmouth,SC,2023-12-24,,ACTIVE
301441,101305,826 Anthony Way,North Kyle,NC,2021-12-13,2024-05-05,CLOSED
301442,100506,8772 John Ranch Apt. 664,Andersonfurt,VA,2023-04-27,,ACTIVE
301443,100635,802 Jorge Green,North Tracytown,SC,2025-07-22,,ACTIVE
301444,100545,685 Brian Curve Suite 540,Christinabury,NC,2019-12-23,,ACTIVE
301445,100512,98166 Young Parks Suite 773,Deborahfurt,NC,2020-12-23,,CLOSED
301446,101174,600 Gary Via Apt. 717,West Ryan,SC,2022-10-08,,ACTIVE
301447,101402,70339 Valdez Valley Apt. 757,Cynthiabury,NC,2024-12-05,2026-06-30,CLOSED
301448,101041,8012 Harrison Port,New Emilytown,TN,2018-12-02,2022-12-19,CLOSED
301449,101386,746 Anderson Meadows,Armstrongville,TN,2020-05-26,2020-09-19,CLOSED
301450,101647,3659 Clark Skyway Apt. 238,Cortezborough,NC,2021-11-21,,ACTIVE
301451,101000,666 Hutchinson Drive Apt. 237,Jameston,VA,2021-09-11,,ACTIVE
301452,101327,10885 Thornton Ports,North Alexandermouth,NC,2021-05-21,,ACTIVE
301453,100564,215 Perkins Valleys,Joycebury,FL,2023-07-17,,ACTIVE
301454,100087,8637 David Avenue Apt. 921,Rossland,NC,2021-10-12,,ACTIVE
301455,100697,682 Morgan Loop,Lisaberg,NC,2021-10-25,,ACTIVE
301456,101308,396 Robinson Estate,Lake Racheltown,TN,2020-09-18,,ACTIVE
301457,101357,36460 Alison Plaza,Lake Patriciahaven,SC,2025-11-18,,ACTIVE
301458,101471,87895 Pamela Streets Apt. 795,Hoganburgh,SC,2024-11-19,,CLOSED
301459,101243,208 Dana Neck Apt. 400,East John,NC,2018-07-24,,ACTIVE
301460,101910,93068 Brown Shoal,Mcgeefort,SC,2024-04-05,,ACTIVE
301461,100226,60973 Li Hills Apt. 995,Lake Dannymouth,GA,2020-05-04,,ACTIVE
301462,100837,9215 Ibarra Lights,Collinfurt,FL,2024-02-12,,ACTIVE
301463,100748,9609 Mark Wells,New Robert,NC,2022-03-30,2023-05-02,CLOSED
301464,101412,2347 Johnson Lock Suite 745,Scottside,FL,2025-05-03,,ACTIVE
301465,101186,968 Boyer Field,North Andrew,NC,2021-11-11,2025-03-07,CLOSED
301466,101733,505 Brianna Inlet,Harringtonton,NC,2024-12-18,,ACTIVE
301467,100633,526 Holmes Square,Port James,TN,2023-01-25,2024-03-18,CLOSED
301468,101134,77525 Martin Plains,South Brandontown,SC,2023-11-19,2025-12-20,CLOSED
301469,101250,4539 Palmer Rapids Apt. 955,Port Alisonview,SC,2018-09-30,,ACTIVE
301470,100752,666 Brian Row Apt. 520,East Michaelbury,NC,2024-09-02,,ACTIVE
301471,101251,1444 Tyler Trail Apt. 352,North Latoyaton,NC,2019-07-27,,ACTIVE
301472,101865,3789 Jones Field,South Michael,NC,2018-02-25,,ACTIVE
301473,100696,432 Hebert Fort,Port Gary,SC,2023-03-27,2024-09-23,CLOSED
301474,101727,5672 Garcia Plain,Gatesland,NC,2019-07-11,,ACTIVE
301475,101096,3177 Steven Shoals,West Samantha,NC,2025-11-29,,ACTIVE
301476,100175,6996 Delgado Mews Suite 742,South Kevin,TN,2025-09-28,,ACTIVE
301477,101262,904 Anna Field Apt. 618,South Brandonfurt,NC,2023-08-04,,ACTIVE
301478,101276,98776 Robert Dale,Stricklandland,GA,2023-06-22,,ACTIVE
301479,100817,50951 Evans Turnpike,Jonesshire,NC,2019-08-11,2023-08-25,CLOSED
301480,100714,7830 Collins Fords Apt. 511,West David,NC,2025-05-29,,ACTIVE
301481,101515,41141 Kenneth Junction Suite 525,North Alexander,SC,2021-12-27,,ACTIVE
301482,101962,3574 Julia Greens Suite 602,Johnhaven,NC,2023-12-04,,ACTIVE
301483,100710,2521 Annette Wells,West Alexandria,VA,2022-04-26,,ACTIVE
301484,100053,5299 Woods Vista Suite 575,Reynoldsport,NC,2023-04-16,,ACTIVE
301485,100883,70994 Daniel Plains Apt. 598,East Jessica,GA,2021-04-07,,ACTIVE
301486,100324,76027 Fernandez Lakes,Lake Jennifer,VA,2019-09-27,,ACTIVE
301487,100921,90363 Tammy Loaf Apt. 245,Dominguezport,VA,2024-04-13,,ACTIVE
301488,101692,599 Davis Haven,Lawrencefort,SC,2019-01-02,,ACTIVE
301489,101021,3637 Jennifer Forge,South Tannerborough,SC,2019-11-28,,ACTIVE
301490,100851,5090 Shelly Common Suite 993,Penaport,SC,2021-08-28,,ACTIVE
301491,100994,4930 Derek Ridge Apt. 946,Chaseside,NC,2025-04-06,,ACTIVE
301492,101068,7410 Jackson Landing Apt. 493,Singletonhaven,NC,2024-02-06,,ACTIVE
301493,100944,78008 King Village,New Michelle,VA,2025-04-04,,ACTIVE
301494,101500,521 Ruth Cape Suite 036,Jillmouth,NC,2025-10-17,,ACTIVE
301495,101731,18103 Jason Ramp Suite 448,Steeletown,NC,2019-03-12,,ACTIVE
301496,101194,7850 Goodwin Mills Apt. 798,New Ryantown,SC,2025-08-18,,ACTIVE
301497,101799,04105 Sara Bridge,Lake Ashley,NC,2021-07-29,,ACTIVE
301498,101896,2658 Antonio Shore Apt. 440,Sanchezville,SC,2022-09-20,,ACTIVE
301499,101499,77428 Jensen Burgs Apt. 138,Daviesstad,NC,2023-10-08,,ACTIVE
301500,100330,472 Miller Harbor Apt. 158,Longchester,NC,2019-09-17,,ACTIVE
301501,101846,4433 Susan Unions Apt. 130,Shaffershire,GA,2021-01-24,2021-07-17,CLOSED
301502,100251,6878 Ann Springs Apt. 389,East Hailey,NC,2022-05-03,,ACTIVE
301503,101267,451 Jeffrey Light Suite 558,Timothyborough,NC,2018-06-23,,ACTIVE
301504,101553,164 Kelly Shoal,Harrellborough,NC,2022-11-07,2023-04-28,CLOSED
301505,101554,992 Matthew Union,Matthewchester,NC,2023-01-18,,ACTIVE
301506,100898,9716 Jennifer Branch,Markborough,VA,2025-10-02,,ACTIVE
301507,101689,309 Smith Village,South Kathleen,GA,2018-04-11,,ACTIVE
301508,101354,8255 Abbott Junctions,West Christopher,VA,2023-04-16,,ACTIVE
301509,100691,1739 Martinez Pine,Port Ericashire,TN,2024-07-10,,ACTIVE
301510,101572,26690 Rebecca Island Suite 740,Jonestown,GA,2020-05-21,,ACTIVE
301511,100699,6583 Karen Drives,Lanceport,TN,2023-04-01,,ACTIVE
301512,101203,37710 Jason Freeway,Christopherport,NC,2025-08-07,,ACTIVE
301513,101417,0987 Ortiz Squares Suite 111,Port Jameston,GA,2023-04-12,,ACTIVE
301514,101631,7021 Miller Cliff,Harrismouth,VA,2023-03-28,,ACTIVE
301515,100852,59124 Dean Loop Suite 303,Grantbury,TN,2025-11-02,,ACTIVE
301516,101739,368 Ryan Drive Apt. 247,Lake Pamela,FL,2025-04-15,,ACTIVE
301517,100766,26509 Jefferson Passage Apt. 259,New Andrewtown,SC,2020-01-18,,ACTIVE
301518,100751,4894 Craig Ports,East Crystal,NC,2020-11-18,,ACTIVE
301519,100630,38894 Jackson Track,Duaneberg,NC,2020-10-24,,ACTIVE
301520,100403,24656 Barbara Branch,Port Dawnburgh,SC,2020-02-17,,ACTIVE
301521,100685,55934 Sarah Rest,East Julieberg,NC,2022-04-21,,ACTIVE
301522,101620,16426 Stephenson Manor,North Nicole,GA,2024-11-05,,ACTIVE
301523,101955,8386 Madison Divide,Paulfort,NC,2025-01-05,,ACTIVE
301524,101628,077 Alan Forges,Port Rebecca,VA,2020-03-25,,ACTIVE
301525,101644,702 Morrison Walk Apt. 059,West Jennifer,NC,2022-09-09,,ACTIVE
301526,101469,4953 Cynthia Summit Suite 466,North Dustin,FL,2024-03-16,,ACTIVE
301527,100817,5309 Richard Glen,Bishopview,VA,2018-12-05,,ACTIVE
301528,101470,9128 Logan Mill,North John,SC,2023-03-08,,ACTIVE
301529,101990,983 Carter Ranch Suite 430,Robinland,FL,2024-06-13,,ACTIVE
301530,100285,4300 Albert Ramp Apt. 594,New Chelsea,SC,2020-07-12,,ACTIVE
301531,101524,00621 Cheryl Terrace,Lake Thomaschester,NC,2023-11-02,,ACTIVE
301532,101915,275 Richard Meadows,New Max,VA,2025-11-11,,ACTIVE
301533,101182,601 Christopher Heights Suite 181,Lake Adam,FL,2023-12-20,2024-03-30,CLOSED
301534,100605,9682 Erika Trail,West Katie,NC,2019-02-16,,ACTIVE
301535,100272,92800 Olson Station Apt. 189,Michaelstad,NC,2022-04-12,,ACTIVE
301536,101435,52065 Taylor Crossing,Williamsshire,NC,2024-10-06,,ACTIVE
301537,101694,165 Melissa Mews,Brandonport,NC,2024-09-10,,ACTIVE
301538,101790,187 Brittany Ways,West Kaitlyn,GA,2021-12-14,,ACTIVE
301539,101018,428 Jones Port Apt. 161,Gallagherborough,NC,2019-09-15,,ACTIVE
301540,100608,208 Kevin Field,Blackwellmouth,SC,2023-04-27,,ACTIVE
301541,101196,3307 Mary Isle Apt. 779,Port Timothyhaven,VA,2024-05-15,,ACTIVE
301542,101093,06171 Stefanie Lock Suite 675,Lake Amychester,VA,2022-11-20,,ACTIVE
301543,101063,5467 Willis Loop Suite 285,West Elijah,NC,2018-08-30,2019-08-08,CLOSED
301544,101235,7518 Benjamin Islands Apt. 455,New Saratown,GA,2025-09-08,,ACTIVE
301545,101045,482 Adams Run,Katherineshire,SC,2022-03-07,2022-10-28,CLOSED
301546,101072,8737 Jessica Pine Suite 171,North Renee,SC,2023-03-25,,ACTIVE
301547,101591,12109 Vanessa Shoals Suite 157,Lake Timothymouth,NC,2019-05-17,,ACTIVE
301548,100018,54773 Manning Knoll,Josephside,TN,2020-09-07,,ACTIVE
301549,101735,6243 Sarah Isle Apt. 999,East Hollyborough,NC,2023-01-20,,ACTIVE
301550,101720,2976 Krista Lake Suite 616,Calebville,NC,2021-04-25,,ACTIVE
301551,101744,03780 Travis Light Apt. 701,Melanieview,NC,2018-01-28,,ACTIVE
301552,101240,08258 David Cove Suite 517,Brownshire,VA,2022-12-02,,ACTIVE
301553,101213,93534 Gabrielle Harbor Apt. 283,Port Sheena,FL,2025-05-02,,ACTIVE
